Player,Team,Jersey,Nation,Main_Position,Positions,Age,Minutes,Goals,Assists,Penalty_Shoot_on_Goal,Penalty_Shoot,Total_Shoot,Shoot_on_Target,Yellow_Cards,Red_Cards,Touches,Dribbles,Tackles,Blocks,Expected_Goals_xG,Non_Penalty_xG_npxG,Expected_Assists_xAG,Shot_Creating_Actions,Goal_Creating_Actions,Passes_Completed,Passes_Attempted,Pass_Completion,Progressive_Passes,Carries,Progressive_Carries,Dribble_Attempts,Successful_Dribbles
Gabriel Jesus,Arsenal,9,BRA,FW,FW,27,6,0,0,0,0,0,0,1,0,7,1,0,0,0,0,0,0,0,4,4,100,0,3,1,0,0
Thomas Partey,Arsenal,5,GHA,CM,CM,31,90,0,0,0,0,1,0,0,0,45,3,0,0,0.1,0.1,0.1,5,1,33,37,89,6,30,0,0,0
Martin Ødegaard,Arsenal,8,NOR,RM,RM,25,90,0,0,0,0,1,1,0,0,41,1,0,0,0,0,0.1,4,0,29,34,85,8,28,3,5,3
Oleksandr Zinchenko,Arsenal,17,UKR,LB,LB,27,68,0,0,0,0,0,0,0,0,66,0,2,1,0,0,0,2,1,52,61,85,6,32,1,1,1
Jurriën Timber,Arsenal,12,NED,LB,LB,23,22,0,0,0,0,1,0,0,0,14,0,0,0,0,0,0,0,0,9,10,90,0,6,1,3,2
Gabriel Magalhães,Arsenal,6,BRA,CB,CB,26,90,0,0,0,0,1,0,0,0,75,1,1,2,0.1,0.1,0,1,0,54,66,81,3,47,0,0,0
William Saliba,Arsenal,2,FRA,CB,CB,23,90,0,0,0,0,0,0,0,0,72,4,1,0,0,0,0,0,0,54,62,87,4,44,0,0,0
Ben White,Arsenal,4,ENG,RB,RB,26,90,0,0,0,0,2,1,0,0,53,1,1,0,0.1,0.1,0,3,0,38,46,82,6,33,0,1,0
David Raya,Arsenal,22,ESP,GK,GK,28,90,0,0,0,0,0,0,0,0,38,0,0,0,0,0,0,0,0,28,37,75,0,26,0,0,0
Jørgen Strand Larsen,Wolverhampton Wanderers,9,NOR,FW,FW,24,83,0,0,0,0,1,1,0,0,19,0,0,1,0.1,0.1,0,0,0,8,12,66,0,9,1,0,0
Chiquinho,Wolverhampton Wanderers,23,POR,LM,LM,24,7,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,2,0,3,3,100,0,1,0,0,0
Rodrigo Gomes,Wolverhampton Wanderers,19,POR,LW,"LW,LM",21,74,0,0,0,0,1,0,0,0,24,0,0,1,0.1,0.1,0,0,0,11,20,55,1,15,4,1,1
Daniel Podence,Wolverhampton Wanderers,10,POR,RM,RM,28,16,0,0,0,0,1,0,0,0,6,0,0,0,0,0,0,0,0,2,4,50,0,2,0,0,0
Hwang Hee-chan,Wolverhampton Wanderers,11,KOR,RW,"RW,RM,FW,LM",28,90,0,0,0,0,0,0,0,0,31,0,0,2,0,0,0.1,1,0,18,23,78,2,25,2,3,1
Jean-Ricner Bellegarde,Wolverhampton Wanderers,27,FRA,AM,AM,26,56,0,0,0,0,1,0,0,0,25,1,0,1,0.1,0.1,0,1,0,14,17,82,1,18,0,3,0
Matheus Cunha,Wolverhampton Wanderers,12,BRA,FW,FW,25,34,0,0,0,0,1,1,0,0,14,2,0,0,0.1,0.1,0.1,2,0,9,9,100,0,9,2,1,0
Mario Lemina,Wolverhampton Wanderers,5,GAB,DM,"DM,CM",30,90,0,0,0,0,0,0,0,0,51,2,5,3,0,0,0,0,0,32,40,80,1,26,0,0,0
João Gomes,Wolverhampton Wanderers,8,BRA,DM,"DM,CM",23,83,0,0,0,0,0,0,1,0,42,2,0,1,0,0,0,2,0,33,40,82,5,27,2,2,2
Pablo Sarabia,Wolverhampton Wanderers,21,ESP,CM,CM,32,7,0,0,0,0,1,1,0,0,10,1,0,0,0.1,0.1,0,0,0,5,7,71,2,8,0,3,2
Rayan Aït-Nouri,Wolverhampton Wanderers,3,ALG,LB,LB,23,83,0,0,0,0,1,0,0,0,55,4,1,1,0,0,0,1,0,42,45,93,7,34,0,2,0
Craig Dawson,Wolverhampton Wanderers,15,ENG,CB,CB,34,7,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,3,3,100,0,0,0,1,0
Toti Gomes,Wolverhampton Wanderers,24,POR,CB,"CB,LB",25,90,0,0,0,0,0,0,1,0,60,2,0,0,0,0,0,1,0,52,58,89,1,43,1,0,0
Yerson Mosquera,Wolverhampton Wanderers,14,COL,CB,CB,23,90,0,0,0,0,0,0,0,0,53,3,0,2,0,0,0.1,1,0,40,47,85,2,32,0,0,0
Matt Doherty,Wolverhampton Wanderers,2,IRL,RB,RB,32,90,0,0,0,0,2,0,0,0,53,2,1,1,0.1,0.1,0,1,0,29,38,76,2,27,0,1,1
José Sá,Wolverhampton Wanderers,1,POR,GK,GK,31,90,0,0,0,0,0,0,0,0,42,0,0,0,0,0,0,1,0,23,40,57,0,30,0,1,1
Michail Antonio,West Ham United,9,JAM,FW,FW,34,72,0,0,0,0,2,0,0,0,20,0,0,1,0.2,0.2,0,0,0,6,11,54,1,11,3,0,0
Niclas Füllkrug,West Ham United,11,GER,FW,FW,31,18,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,4,4,100,0,2,0,0,0
Mohammed Kudus,West Ham United,14,GHA,LM,"LM,WB,RM",24,90,0,0,0,0,2,0,0,0,46,1,0,2,0.1,0.1,0.5,4,0,24,36,66,2,31,5,6,3
Lucas Paquetá,West Ham United,10,BRA,CM,CM,26,72,1,0,1,1,0,0,1,0,66,0,0,2,0.8,0,0,4,1,47,58,81,8,38,0,0,0
James Ward-Prowse,West Ham United,8,ENG,CM,CM,29,18,0,0,0,0,0,0,0,0,16,1,0,1,0,0,0,0,0,11,15,73,4,6,1,0,0
Tomáš Souček,West Ham United,28,CZE,CM,CM,29,90,0,0,0,0,5,0,0,0,24,2,1,0,0.9,0.9,0.1,5,1,10,16,62,0,7,0,0,0
Jarrod Bowen,West Ham United,20,ENG,RM,RM,27,72,0,0,0,0,0,0,0,0,24,0,0,1,0,0,0,2,0,10,15,66,1,10,0,2,0
Crysencio Summerville,West Ham United,7,NED,CM,"CM,LM",22,18,0,0,0,0,0,0,0,0,15,0,0,0,0,0,0.3,3,0,11,12,91,0,12,3,1,0
Guido Rodríguez,West Ham United,24,ARG,DM,DM,30,84,0,0,0,0,1,0,0,0,53,3,1,0,0,0,0,1,0,40,46,87,3,26,0,0,0
Danny Ings,West Ham United,18,ENG,FW,FW,32,6,0,0,0,0,1,1,0,0,5,0,0,0,0.3,0.3,0,1,0,2,4,50,0,4,0,0,0
Emerson Palmieri,West Ham United,33,ITA,LB,"LB,WB",30,90,0,0,0,0,1,1,0,0,59,0,0,1,0,0,0,3,0,46,51,90,4,27,4,0,0
Max Kilman,West Ham United,26,ENG,CB,CB,27,90,0,0,0,0,0,0,0,0,86,2,2,2,0,0,0,1,0,62,73,84,5,59,2,0,0
Konstantinos Mavropanos,West Ham United,15,GRE,CB,CB,26,90,0,0,0,0,1,0,0,0,63,3,0,2,0,0,0,0,0,42,51,82,1,40,1,0,0
Vladimír Coufal,West Ham United,5,CZE,RB,RB,31,84,0,0,0,0,0,0,0,0,42,0,2,2,0,0,0.1,2,0,25,31,80,1,23,1,0,0
Jean-Clair Todibo,West Ham United,25,FRA,CB,CB,24,6,0,0,0,0,0,0,0,0,11,1,0,0,0,0,0,0,0,7,7,100,0,9,0,2,1
Alphonse Areola,West Ham United,23,FRA,GK,GK,31,90,0,0,0,0,0,0,0,0,35,1,0,0,0,0,0,0,0,30,34,88,0,22,0,0,0
Ollie Watkins,Aston Villa,11,ENG,FW,FW,28,61,0,0,0,0,0,0,0,0,13,0,0,2,0,0,0,0,0,4,5,80,0,9,1,3,0
Jhon Durán,Aston Villa,9,COL,FW,FW,20,29,1,0,0,0,2,1,0,0,21,1,0,0,0.4,0.4,0,0,0,9,12,75,0,12,0,3,1
John McGinn,Aston Villa,7,SCO,LW,LW,29,61,0,0,0,0,2,0,0,0,24,2,0,0,0.3,0.3,0,2,0,12,14,85,1,7,2,0,0
Jacob Ramsey,Aston Villa,41,ENG,LW,LW,23,29,0,1,0,0,1,0,0,0,16,0,0,0,0.1,0.1,0.1,3,1,12,13,92,1,11,2,1,1
Leon Bailey,Aston Villa,31,JAM,RW,RW,27,73,0,0,0,0,3,0,1,0,35,0,0,1,0.2,0.2,0.1,4,0,15,28,53,2,24,5,2,2
Jaden Philogene Bidace,Aston Villa,19,ENG,RW,RW,22,17,0,0,0,0,1,0,1,0,12,1,0,0,0.1,0.1,0,0,0,7,9,77,0,3,0,0,0
Morgan Rogers,Aston Villa,27,ENG,AM,AM,22,90,0,0,0,0,2,1,0,0,35,1,0,3,0.2,0.2,0.2,4,0,19,24,79,3,13,4,2,1
Youri Tielemans,Aston Villa,8,BEL,DM,DM,27,90,0,1,0,0,2,0,0,0,64,2,2,1,0.2,0.2,0.7,4,1,47,53,88,4,43,2,2,1
Amadou Onana,Aston Villa,24,BEL,DM,DM,23,90,1,0,0,0,1,1,0,0,48,3,2,1,0.6,0.6,0,0,0,30,31,96,2,25,2,1,1
Lucas Digne,Aston Villa,12,FRA,LB,LB,31,73,0,0,0,0,0,0,0,0,52,2,1,1,0,0,0.2,1,0,32,45,71,1,27,0,0,0
Ian Maatsen,Aston Villa,22,NED,LB,LB,22,17,0,0,0,0,0,0,0,0,13,3,0,0,0,0,0.1,2,1,7,9,77,2,5,1,0,0
Pau Torres,Aston Villa,14,ESP,CB,CB,27,90,0,0,0,0,0,0,0,0,68,4,0,2,0,0,0,1,0,48,58,82,3,43,3,1,1
Ezri Konsa,Aston Villa,4,ENG,CB,CB,26,90,0,0,0,0,1,0,0,0,54,1,1,0,0.1,0.1,0,1,0,41,45,91,2,32,0,0,0
Matty Cash,Aston Villa,2,POL,RB,RB,27,81,0,0,0,0,0,0,0,0,55,3,1,1,0,0,0.1,1,0,33,43,76,3,24,1,0,0
Kosta Nedeljković,Aston Villa,20,SRB,RB,RB,18,9,0,0,0,0,0,0,0,0,11,1,0,1,0,0,0,0,0,6,7,85,1,4,0,0,0
Emiliano Martínez,Aston Villa,23,ARG,GK,GK,31,90,0,0,0,0,0,0,0,0,40,0,0,0,0,0,0,0,0,26,37,70,0,28,0,0,0
Yoane Wissa,Brentford,11,COD,FW,FW,27,83,1,1,0,0,2,1,1,0,32,0,0,1,1,1,0.1,1,1,22,26,84,2,23,1,2,1
Fabio Carvalho,Brentford,14,POR,FW,FW,21,7,0,0,0,0,0,0,0,0,8,1,0,1,0,0,0,0,0,2,5,40,0,1,0,0,0
Kevin Schade,Brentford,7,GER,LW,LW,22,73,0,0,0,0,1,0,0,0,28,3,0,0,0.1,0.1,0,1,0,8,17,47,1,18,4,6,2
Keane Lewis-Potter,Brentford,23,ENG,LW,"LW,LM,FW",23,17,0,0,0,0,0,0,0,0,6,1,0,0,0,0,0,0,0,2,4,50,0,3,0,0,0
Bryan Mbeumo,Brentford,19,CMR,RW,"RW,FW",25,89,1,0,0,0,1,1,0,0,37,0,0,1,0.1,0.1,0.4,6,0,16,32,50,1,23,3,1,1
Ben Mee,Brentford,16,ENG,CB,CB,34,1,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,1,2,50,0,2,0,0,0
Mathias Jensen,Brentford,8,DEN,LM,LM,28,83,0,0,0,0,0,0,0,0,47,0,2,3,0,0,0,2,0,29,41,70,4,26,1,1,0
Frank Onyeka,Brentford,15,NGA,CM,CM,26,7,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,1,1,100,0,1,0,0,0
Vitaly Janelt,Brentford,27,GER,CM,CM,26,73,0,0,0,0,2,0,0,0,41,3,2,0,0.1,0.1,0,1,0,28,30,93,4,28,1,2,0
Mikkel Damsgaard,Brentford,24,DEN,RM,"RM,CM",24,17,0,0,0,0,0,0,0,0,9,0,1,0,0,0,0,0,0,7,9,77,1,4,1,1,0
Christian Nørgaard,Brentford,6,DEN,RM,"RM,CM",30,90,0,0,0,0,0,0,0,0,56,3,3,2,0,0,0.1,3,1,31,43,72,7,28,1,0,0
Kristoffer Ajer,Brentford,20,NOR,LB,LB,26,90,0,0,0,0,1,1,0,0,43,0,1,0,0.3,0.3,0,0,0,28,38,73,2,30,2,1,1
Ethan Pinnock,Brentford,5,JAM,CB,CB,31,90,0,0,0,0,1,1,0,0,58,2,1,2,0,0,0,0,0,34,42,81,2,28,0,2,0
Nathan Collins,Brentford,22,IRL,CB,CB,23,90,0,0,0,0,1,1,0,0,67,5,0,3,0.2,0.2,0,1,1,46,52,88,2,31,2,0,0
Mads Roerslev,Brentford,30,DEN,RB,RB,25,90,0,0,0,0,0,0,0,0,48,0,1,0,0,0,0,0,0,34,43,79,5,34,0,0,0
Mark Flekken,Brentford,1,NED,GK,GK,31,90,0,0,0,0,0,0,0,0,58,1,0,0,0,0,0,0,0,42,55,76,0,38,0,0,0
Jean-Philippe Mateta,Crystal Palace,14,FRA,FW,FW,27,45,0,0,0,0,0,0,0,0,15,0,0,1,0,0,0,0,0,7,10,70,2,6,1,2,0
Odsonne Édouard,Crystal Palace,22,FRA,FW,"FW,AM",26,45,0,0,0,0,1,0,0,0,17,0,0,1,0,0,0,1,0,7,12,58,1,9,0,0,0
Eberechi Eze,Crystal Palace,10,ENG,AM,"AM,LM",26,90,0,0,0,0,7,3,0,0,58,1,0,0,0.4,0.4,0,6,0,31,43,72,5,41,7,6,2
Daichi Kamada,Crystal Palace,18,JPN,AM,AM,28,69,0,0,0,0,0,0,1,0,36,1,1,0,0,0,0.1,3,0,23,28,82,3,16,1,3,1
Jordan Ayew,Crystal Palace,9,GHA,FW,"FW,AM",32,21,0,0,0,0,1,0,1,0,12,1,0,0,0.5,0.5,0,1,0,8,10,80,0,6,0,0,0
Will Hughes,Crystal Palace,19,ENG,CM,CM,29,83,0,0,0,0,0,0,0,0,56,5,1,1,0,0,0,3,0,43,49,87,4,29,1,0,0
Cheick Doucouré,Crystal Palace,28,MLI,CM,CM,24,7,0,0,0,0,0,0,0,0,11,0,0,1,0,0,0,0,0,8,10,80,1,6,0,0,0
Adam Wharton,Crystal Palace,20,ENG,CM,CM,20,73,0,0,0,0,3,2,0,0,43,3,0,0,0.1,0.1,0,0,0,24,35,68,4,26,1,1,0
Jefferson Lerma,Crystal Palace,8,COL,CM,CM,29,17,0,0,0,0,0,0,0,0,24,0,0,0,0,0,0.5,1,0,20,22,90,1,13,0,0,0
Tyrick Mitchell,Crystal Palace,3,ENG,WB,"WB,LB",24,90,0,0,0,0,1,0,0,0,70,1,0,1,0.1,0.1,0.1,5,0,39,49,79,2,28,1,3,0
Daniel Muñoz,Crystal Palace,12,COL,WB,"WB,RB",28,90,0,0,0,0,0,0,0,0,68,4,1,3,0,0,0,1,0,42,55,76,1,25,0,3,0
Marc Guéhi,Crystal Palace,6,ENG,CB,CB,24,90,0,0,0,0,0,0,1,0,57,1,1,0,0,0,0,1,0,42,45,93,4,27,0,0,0
Joachim Andersen,Crystal Palace,5,DEN,CB,CB,28,90,0,0,0,0,1,1,1,0,93,1,0,0,0,0,0,1,0,61,83,73,4,49,1,0,0
Chris Richards,Crystal Palace,26,USA,CB,CB,24,83,0,0,0,0,0,0,1,0,50,4,1,2,0,0,0,0,0,37,41,90,0,20,1,0,0
Ismaila Sarr,Crystal Palace,7,SEN,RM,RM,26,7,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,2,2,100,0,1,0,0,0
Dean Henderson,Crystal Palace,1,ENG,GK,GK,27,90,0,0,0,0,0,0,0,0,28,0,0,0,0,0,0,0,0,16,25,64,0,14,0,0,0
Nicolas Jackson,Chelsea,15,SEN,FW,FW,23,66,0,0,0,0,1,1,0,0,21,0,0,0,0.5,0.5,0.2,3,0,11,16,68,2,10,0,0,0
Marc Guiu,Chelsea,38,ESP,FW,FW,18,24,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,3,4,75,0,2,0,1,0
Christopher Nkunku,Chelsea,18,FRA,LW,LW,26,57,0,0,0,0,1,0,0,0,38,3,1,2,0.1,0.1,0,2,0,26,26,100,2,24,2,3,0
Pedro Neto,Chelsea,19,POR,LW,LW,24,33,0,0,0,0,1,0,0,0,23,0,0,0,0,0,0.2,2,0,17,19,89,0,20,3,2,1
Cole Palmer,Chelsea,20,ENG,RW,RW,22,90,0,0,0,0,2,1,0,0,57,2,0,0,0.1,0.1,0.1,5,0,37,47,78,6,41,6,3,1
Enzo Fernández,Chelsea,8,ARG,AM,"AM,DM",23,90,0,0,0,0,3,1,0,0,67,2,0,0,0.2,0.2,0,3,0,47,56,83,4,44,0,0,0
Roméo Lavia,Chelsea,45,BEL,DM,DM,20,66,0,0,0,0,0,0,0,0,48,3,3,0,0,0,0.5,1,0,38,39,97,2,26,0,0,0
Kiernan Dewsbury-Hall,Chelsea,22,ENG,AM,AM,25,24,0,0,0,0,0,0,0,0,19,0,1,1,0,0,0,0,0,13,17,76,0,13,1,0,0
Moisés Caicedo,Chelsea,25,ECU,DM,DM,22,90,0,0,0,0,1,0,1,0,61,2,2,2,0,0,0,1,0,47,53,88,3,34,0,1,1
Marc Cucurella,Chelsea,3,ESP,LB,LB,26,79,0,0,0,0,0,0,0,0,77,2,0,1,0,0,0,1,0,58,68,85,3,30,1,0,0
Renato Veiga,Chelsea,40,POR,LB,LB,21,11,0,0,0,0,0,0,0,0,10,0,0,1,0,0,0,0,0,8,9,88,0,4,1,0,0
Levi Colwill,Chelsea,6,ENG,CB,CB,21,90,0,0,0,0,0,0,0,0,56,1,2,1,0,0,0,1,0,47,48,97,2,33,0,0,0
Wesley Fofana,Chelsea,29,FRA,CB,CB,23,90,0,0,0,0,1,0,0,0,64,1,1,2,0,0,0,0,0,49,56,87,1,49,0,0,0
Malo Gusto,Chelsea,27,FRA,RB,RB,21,90,0,0,0,0,0,0,0,0,51,4,0,0,0,0,0,1,0,36,44,81,1,23,2,1,1
Robert Sánchez,Chelsea,1,ESP,GK,GK,26,90,0,0,0,0,0,0,0,0,32,0,0,0,0,0,0,0,0,24,29,82,0,17,0,0,0
Erling Haaland,Manchester City,9,NOR,FW,FW,24,90,1,0,0,0,2,2,1,0,12,0,0,0,0.3,0.3,0,1,1,3,8,37,2,8,0,1,1
Sávio,Manchester City,26,BRA,RW,"RW,LW",20,45,0,0,0,0,0,0,0,0,19,2,0,0,0,0,0.2,6,0,12,16,75,2,13,5,3,3
Phil Foden,Manchester City,47,ENG,RW,RW,24,45,0,0,0,0,0,0,0,0,32,0,2,1,0,0,0,0,0,24,28,85,1,20,2,0,0
Jeremy Doku,Manchester City,11,BEL,LW,"LW,RW",22,90,0,0,0,0,2,1,0,0,51,1,0,1,0.1,0.1,0,2,0,28,36,77,4,39,18,15,6
Kevin De Bruyne,Manchester City,17,BEL,CM,CM,33,90,0,0,0,0,2,0,0,0,67,1,1,0,0.1,0.1,0,1,0,46,58,79,5,33,4,2,1
Bernardo Silva,Manchester City,20,POR,CM,CM,30,90,0,1,0,0,2,1,0,0,63,0,0,2,0.1,0.1,0.3,3,1,51,55,92,5,34,3,1,0
Mateo Kovačić,Manchester City,8,CRO,DM,DM,30,90,1,0,0,0,2,1,0,0,79,6,0,0,0.1,0.1,0,2,1,63,66,95,3,52,2,4,2
Rico Lewis,Manchester City,82,ENG,DM,DM,19,90,0,0,0,0,0,0,0,0,58,2,1,1,0,0,0,1,0,38,50,76,2,29,3,3,1
Joško Gvardiol,Manchester City,24,CRO,LB,LB,22,90,0,0,0,0,1,0,0,0,81,2,4,0,0,0,0,3,0,64,69,92,5,46,3,1,1
Rúben Dias,Manchester City,3,POR,CB,CB,27,90,0,0,0,0,0,0,0,0,80,1,2,0,0,0,0,0,0,69,71,97,0,42,0,0,0
Manuel Akanji,Manchester City,25,SUI,RB,RB,29,90,0,0,0,0,0,0,0,0,80,1,0,1,0,0,0,0,0,70,74,94,3,41,1,0,0
Ederson,Manchester City,31,BRA,GK,GK,31,90,0,0,0,0,0,0,0,0,42,0,0,0,0,0,0,0,0,33,39,84,0,28,0,0,0
Jamie Vardy,Leicester City,9,ENG,FW,FW,37,78,1,0,0,0,2,2,0,0,18,1,1,0,0.8,0.8,0,0,0,4,10,40,1,9,0,0,0
Stephy Mavididi,Leicester City,10,ENG,FW,FW,26,12,0,0,0,0,0,0,0,0,6,1,0,0,0,0,0,2,0,2,3,66,2,6,2,3,1
Bobby Reid,Leicester City,14,JAM,LW,LW,31,85,0,0,0,0,1,0,0,0,31,0,0,1,0.1,0.1,0,1,0,15,24,62,0,17,1,0,0
Kasey McAteer,Leicester City,35,IRL,LW,LW,22,5,0,0,0,0,1,0,0,0,12,2,0,4,0,0,0,0,0,2,4,50,0,3,0,0,0
Abdul Fatawu Issahaku,Leicester City,7,GHA,RW,RW,20,90,0,1,0,0,0,0,0,0,49,6,0,1,0,0,0.5,3,1,18,25,72,2,27,5,8,3
Facundo Buonanotte,Leicester City,40,ARG,AM,AM,19,78,0,0,0,0,0,0,0,0,35,3,0,1,0,0,0.4,2,0,20,25,80,5,18,2,4,1
Boubakary Soumaré,Leicester City,24,FRA,AM,AM,25,12,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,3,3,100,0,2,0,0,0
Wilfred Ndidi,Leicester City,6,NGA,DM,DM,27,90,0,0,0,0,2,1,0,0,55,2,0,5,0.1,0.1,0,1,0,27,35,77,2,21,0,2,1
Harry Winks,Leicester City,8,ENG,DM,DM,28,90,0,0,0,0,0,0,0,0,43,3,1,1,0,0,0,1,0,34,41,82,6,16,1,1,1
Victor Bernth Kristiansen,Leicester City,16,DEN,LB,LB,21,90,0,0,0,0,0,0,0,0,54,2,2,2,0,0,0,2,1,28,36,77,2,23,0,1,0
Wout Faes,Leicester City,3,BEL,CB,CB,26,90,0,0,0,0,0,0,1,0,40,1,1,1,0,0,0,1,0,27,30,90,0,20,0,0,0
Jannik Vestergaard,Leicester City,23,DEN,CB,CB,32,90,0,0,0,0,0,0,0,0,29,0,2,2,0,0,0,0,0,15,16,93,2,11,0,0,0
James Justin,Leicester City,2,ENG,RB,RB,26,90,0,0,0,0,1,0,0,0,46,1,3,2,0.1,0.1,0,0,0,28,33,84,1,18,1,0,0
Mads Hermansen,Leicester City,30,DEN,GK,GK,24,90,0,0,0,0,0,0,0,0,32,0,0,0,0,0,0,0,0,14,28,50,0,21,0,0,0
Dominic Solanke,Tottenham Hotspur,19,ENG,FW,FW,26,90,0,0,0,0,3,3,0,0,29,2,0,0,0.3,0.3,0.1,1,0,15,19,78,1,19,3,3,3
Son Heung-min,Tottenham Hotspur,7,KOR,LW,"LW,LM",32,89,0,0,0,0,1,0,0,0,58,0,1,0,0,0,0.1,5,1,43,52,82,5,42,5,6,4
Richarlison,Tottenham Hotspur,9,BRA,LM,LM,27,1,0,0,0,0,1,0,0,0,7,0,0,0,0.2,0.2,0,0,0,3,5,60,0,1,0,0,0
Brennan Johnson,Tottenham Hotspur,22,WAL,RW,RW,23,77,0,0,0,0,2,1,0,0,43,6,0,0,0.1,0.1,0.2,1,0,21,29,72,1,19,3,1,0
Timo Werner,Tottenham Hotspur,16,GER,RM,RM,28,13,0,0,0,0,0,0,0,0,22,0,0,0,0,0,0,0,0,14,19,73,1,11,1,1,0
James Maddison,Tottenham Hotspur,10,ENG,LM,LM,27,78,0,1,0,0,1,0,0,0,78,0,1,0,0,0,0.2,8,1,55,71,77,15,46,3,2,2
Dejan Kulusevski,Tottenham Hotspur,21,SWE,CM,CM,24,12,0,0,0,0,0,0,0,0,19,1,0,3,0,0,0,2,0,7,9,77,1,7,0,2,0
Rodrigo Bentancur,Tottenham Hotspur,30,URU,CM,CM,27,77,0,0,0,0,3,1,1,0,60,3,2,0,0.3,0.3,0,3,0,46,47,97,4,27,2,1,0
Archie Gray,Tottenham Hotspur,14,ENG,DM,DM,18,13,0,0,0,0,0,0,0,0,23,2,0,0,0,0,0,0,0,18,21,85,2,13,0,0,0
Pape Matar Sarr,Tottenham Hotspur,29,SEN,RM,RM,21,77,0,0,0,0,1,0,0,0,56,1,0,1,0,0,0.1,1,0,42,48,87,8,30,1,0,0
Lucas Bergvall,Tottenham Hotspur,15,SWE,CM,CM,18,13,0,0,0,0,1,0,0,0,35,3,0,0,0.1,0.1,0.2,1,0,27,29,93,2,13,0,3,2
Destiny Udogie,Tottenham Hotspur,13,ITA,LB,LB,21,90,0,0,0,0,0,0,0,0,82,4,0,3,0,0,0,0,0,61,71,85,7,37,2,2,0
Micky van de Ven,Tottenham Hotspur,37,NED,CB,CB,23,90,0,0,0,0,0,0,0,0,104,0,1,1,0,0,0,2,0,90,96,93,5,68,1,0,0
Cristian Romero,Tottenham Hotspur,17,ARG,CB,CB,26,90,0,0,0,0,1,0,0,0,102,1,0,0,0.1,0.1,0,1,0,89,97,91,9,61,0,0,0
Pedro Porro,Tottenham Hotspur,23,ESP,RB,RB,24,89,1,0,0,0,1,1,0,0,65,0,1,0,0.1,0.1,0.2,5,0,49,57,86,6,29,3,2,0
Djed Spence,Tottenham Hotspur,24,ENG,RB,RB,24,1,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,9,9,100,2,7,0,2,1
Guglielmo Vicario,Tottenham Hotspur,1,ITA,GK,GK,27,90,0,0,0,0,0,0,0,0,47,0,0,0,0,0,0,0,0,42,45,93,0,35,0,1,1
Danny Welbeck,Brighton & Hove Albion,18,ENG,FW,FW,33,78,1,0,0,0,3,2,0,0,24,1,1,0,1.1,1.1,0.1,4,0,15,18,83,1,10,1,0,0
Julio Enciso,Brighton & Hove Albion,10,PAR,AM,AM,20,12,0,0,0,0,1,0,0,0,11,0,0,0,0,0,0,1,0,4,8,50,0,4,0,2,1
Kaoru Mitoma,Brighton & Hove Albion,22,JPN,LW,LW,27,89,0,1,0,0,0,0,0,0,21,0,0,2,0,0,0.8,1,1,13,16,81,1,13,3,2,1
Simon Adingra,Brighton & Hove Albion,24,CIV,LW,LW,22,1,0,1,0,0,1,0,0,0,8,0,0,0,0.1,0.1,0.5,2,1,3,4,75,0,3,0,1,0
Yankuba Minteh,Brighton & Hove Albion,17,GAM,RW,RW,20,89,0,0,0,0,2,0,0,0,46,2,1,5,0.1,0.1,0.4,2,0,13,27,48,3,24,6,6,1
Georginio Rutter,Brighton & Hove Albion,14,FRA,RW,RW,22,1,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,1,0,3,3,100,2,4,1,1,1
João Pedro,Brighton & Hove Albion,9,BRA,AM,"AM,FW",22,90,1,0,0,0,3,2,0,0,36,2,0,0,0.5,0.5,0.1,4,1,19,24,79,6,24,3,5,1
Billy Gilmour,Brighton & Hove Albion,11,SCO,DM,DM,23,89,0,0,0,0,1,0,0,0,61,3,0,1,0.1,0.1,0,3,0,48,55,87,10,34,2,2,1
Yasin Ayari,Brighton & Hove Albion,26,SWE,DM,DM,20,1,0,0,0,0,1,0,0,0,7,0,0,2,0,0,0,1,1,3,4,75,2,3,0,0,0
James Milner,Brighton & Hove Albion,6,ENG,DM,DM,38,72,0,0,0,0,2,0,0,0,41,1,1,1,0.2,0.2,0,3,0,23,31,74,5,25,0,1,1
Carlos Baleba,Brighton & Hove Albion,20,CMR,DM,DM,20,18,0,0,0,0,0,0,0,0,9,1,0,0,0,0,0,0,0,8,8,100,0,5,1,1,1
Jack Hinshelwood,Brighton & Hove Albion,41,ENG,LB,LB,19,90,0,0,0,0,0,0,0,0,52,0,0,0,0,0,0,2,0,39,48,81,3,25,1,1,1
Lewis Dunk,Brighton & Hove Albion,5,ENG,CB,CB,32,90,0,0,0,0,0,0,0,0,86,0,1,1,0,0,0,1,0,76,79,96,4,55,1,1,0
